,Text,Speaker,Party
12759,I never filed for bankruptcy.,Trump,Republican
12760,"-- not twice, four times, a record four times. Why should we trust you to manage the finances --",Fiorina,Republican
12761,I'll tell you why; it's very simple.,Trump,Republican
12762,-- of this nation any differently than you managed the finances --,Fiorina,Republican
12763,I'll tell you. I was running --,Trump,Republican
12764,#NAME?,Fiorina,Republican
12765,"-- Carly, Carly --",Trump,Republican
12766,Mr. Trump.,Tapper,Republican
12767,-- I've made over $10 billion. I had a casino company -- Caesars just filed for bankruptcy. Chris will tell you -- it's not Chris' fault either -- but almost everybody in Atlantic City is either in trouble or filed for -- maybe I'll blame Chris.,Trump,Republican
12768,Well --,Fiorina,Republican
12769,But Atlantic City is a disaster --,Trump,Republican
12770,"Well, Mr. Trump --",Fiorina,Republican
12771,"Wait a minute, Carly. Wait. I let you speak. Atlantic City is a disaster, and I did great in Atlantic City. I knew when to get out. My timing was great. And I got a lot of credit for it. Many of the great business people that you know -- and Carl Icon is going to work with me on making great deals for this country. But whether it's Carl or so many others that we read about all the time --",Trump,Republican
12772,"Thank you, Mr. Trump.",Tapper,Republican
12773,"-- they have used the laws of the land, which is the --",Trump,Republican
12774,(CROSSTALK),CANDIDATES,Republican
12775,Governor Christie's name has been invoked. I'd like to give him a 30 second opportunity.,Tapper,Republican
12776,"Jake listen. While I'm as entertained as anyone by this personal back-and-forth about the history of Donald and Carly's career, for the 55-year-old construction worker out in that audience tonight who doesn't have a job, who can't fund his child's education, I've got to tell you the truth. They could care less about your careers, they care about theirs.",Christie,Republican
12777,(APPLAUSE),AUDIENCE,Republican
12778,Let's start talking about that on this stage and stop playing -- and stop playing the games. Stop playing --,Christie,Republican
12779,There's a --,Kasich,Republican
12780,"John -- I'm not done yet, John.",Christie,Republican
12781,A track record of leadership is not a game. It is the issue in this election.,Fiorina,Republican
12782,"Stop -- and stop playing -- and Carly -- Carly, listen. You can interrupt everybody else on this stage, you're not going to interrupt me, OK? The fact is that we don't want to hear about your careers, back and forth and volleying back and forth about who did well and who did poorly. You're both successful people. Congratulations. You know who's not successful? The middle class in this country who's getting plowed over by Barack Obama and Hillary Clinton. Let's start talking about those issues tonight and stop this childish back-and-forth between the two of you.",Christie,Republican
12783,(APPLAUSE),AUDIENCE,Republican
12784,"Ms. Fiorina, I want to give you",Tapper,Republican
12785,Jake --,Kasich,Republican
12786,"Governor Kasich, I'm coming to you next, but Ms. Fiorina's name was mentioned, and I have to give her the opportunity to respond if she wants it.",Tapper,Republican
12787,"Well, I thought we had been hearing quite a bit about Govenor Christie's record as governor, actually. I think track records are very important. I completely agree that what's at stake here is the future of this nation, and the future of every American. But I do think that a track record of leadership is vital because in the end this election is about leadership. And let's talk about what leadership is. It's not about braggadocio, it is about challenging the status quo, solving problems, producing results. And the highest calling of leadership is to unlock potential in others.",Fiorina,Republican
12788,Thank you.,Tapper,Republican
12789,Problems have festered in Washington for too long. And the potential of this nation is being crushed.,Fiorina,Republican
12790,"Thank you, Ms. Fiorina. Governor Kasich, I want to come -- I'm coming to you. I'm coming to you. Let me ask the question. You can use the time however you want.",Tapper,Republican
